IDLOG,IDTRACKER,IDSTATUS,APLC_SEQ_NO,PROC_PGRS_SEQ_NO,APLC_STATUS,APLC_AUTH,DATA_CHNG_DTTM
19571,7074,70,12003436407,2,Approval Completed,Approved,02/23/2023 16:35
19572,7074,61,12003436407,3,Member Bank Apprval 1,Approved,02/08/2023 8:54
19573,7074,70,12003436407,3,Approval Completed,Approved,02/23/2023 16:35
19574,7074,70,12003436407,4,Approval Completed,Approved,02/23/2023 16:35
19575,7074,70,12003436407,5,Approval Completed,,02/23/2023 16:35
19576,7075,10,12003436409,1,DOC Registration,Approved,02/01/2023 16:35
19577,7075,15,12003436409,1,Quality Assurance (QAM),Approved,02/01/2023 17:04
19578,7075,20,12003436409,1,Data Entry,Returned,02/02/2023 7:26
19579,7075,30,12003436409,1,B/L Check,Approved,02/03/2023 10:06
19580,7075,40,12003436409,1,Application Check,Approved,02/03/2023 13:16
19581,7075,50,12003436409,1,Merchant Analyst,Approved,02/06/2023 17:24
19582,7075,61,12003436409,1,Member Bank Apprval 1,Approved,02/09/2023 17:07
19583,7075,70,12003436409,1,Approval Completed,Approved,02/23/2023 16:34
19584,7075,10,12003436409,2,DOC Registration,Approved,02/03/2023 9:07
19585,7075,15,12003436409,2,Quality Assurance (QAM),Approved,02/03/2023 9:45
19586,7075,20,12003436409,2,Data Entry,Approved,02/03/2023 10:06
19587,7075,61,12003436409,2,Member Bank Apprval 1,Approved,02/09/2023 15:31
19588,7075,70,12003436409,2,Approval Completed,Approved,02/23/2023 16:34
19589,7075,61,12003436409,3,Member Bank Apprval 1,Approved,02/07/2023 8:41
19590,7075,70,12003436409,3,Approval Completed,Approved,02/23/2023 16:34
19591,7075,70,12003436409,4,Approval Completed,Approved,02/23/2023 16:34
19592,7075,70,12003436409,5,Approval Completed,,02/23/2023 16:34
19593,7076,10,12003436470,1,DOC Registration,Approved,02/01/2023 16:44
19594,7076,15,12003436470,1,Quality Assurance (QAM),Approved,02/01/2023 17:02
19595,7076,20,12003436470,1,Data Entry,Approved,02/02/2023 12:14
19596,7076,30,12003436470,1,B/L Check,Approved,02/02/2023 12:14
19597,7076,40,12003436470,1,Application Check,Approved,02/02/2023 15:28
19598,7076,50,12003436470,1,Merchant Analyst,Returned,02/06/2023 10:45
19599,7076,61,12003436470,1,Member Bank Apprval 1,Approved,02/21/2023 15:05
19600,7076,70,12003436470,1,Approval Completed,Approved,02/21/2023 15:05
19601,7076,20,12003436470,2,Data Entry,Approved,02/06/2023 10:47
19602,7076,30,12003436470,2,B/L Check,Approved,02/06/2023 10:47
19603,7076,40,12003436470,2,Application Check,Approved,02/06/2023 15:36
19604,7076,50,12003436470,2,Merchant Analyst,Approved,02/08/2023 14:55
19605,7078,10,12003436483,1,DOC Registration,Approved,02/01/2023 16:59
19606,7078,15,12003436483,1,Quality Assurance (QAM),Approved,02/01/2023 17:01
19607,7078,20,12003436483,1,Data Entry,Returned,02/02/2023 12:27
19608,7078,30,12003436483,1,B/L Check,Approved,02/03/2023 14:25
19609,7078,40,12003436483,1,Application Check,Approved,02/03/2023 17:54
19610,7078,50,12003436483,1,Merchant Analyst,Approved,02/07/2023 11:18
19611,7078,61,12003436483,1,Member Bank Apprval 1,Approved,02/09/2023 17:07
19612,7078,70,12003436483,1,Approval Completed,Approved,02/18/2023 17:23
19613,7078,10,12003436483,2,DOC Registration,Approved,02/03/2023 9:07
19614,7078,15,12003436483,2,Quality Assurance (QAM),Approved,02/03/2023 9:44
19615,7078,20,12003436483,2,Data Entry,Approved,02/03/2023 14:25
19616,7078,61,12003436483,2,Member Bank Apprval 1,Approved,02/09/2023 15:30
19617,7078,70,12003436483,2,Approval Completed,Approved,02/18/2023 17:23
19618,7078,61,12003436483,3,Member Bank Apprval 1,Approved,02/08/2023 8:54
19619,7078,70,12003436483,3,Approval Completed,Approved,02/18/2023 17:23
19620,7078,70,12003436483,4,Approval Completed,Approved,02/18/2023 17:23
19621,7078,70,12003436483,5,Approval Completed,,02/18/2023 17:23
19622,7540,10,12003718585,1,DOC Registration,,02/10/2023 16:41
19623,7540,15,12003718585,1,Quality Assurance (QAM),Approved,02/10/2023 16:49
19624,7540,20,12003718585,1,Data Entry,Approved,02/13/2023 11:04
19625,7540,30,12003718585,1,B/L Check,Approved,02/13/2023 11:04
19626,7540,40,12003718585,1,Application Check,,02/13/2023 11:04
19627,7540,50,12003718585,1,Merchant Analyst,Approved,02/15/2023 11:18
19628,7540,61,12003718585,1,Member Bank Apprval 1,Approved,02/20/2023 19:01
19629,7540,70,12003718585,1,Approval Completed,Approved,02/15/2023 15:11
19630,7540,61,12003718585,2,Member Bank Apprval 1,Approved,02/20/2023 18:30
19631,7540,70,12003718585,2,Approval Completed,Approved,02/20/2023 15:27
19632,7540,61,12003718585,3,Member Bank Apprval 1,Approved,02/15/2023 15:11
19633,7540,70,12003718585,3,Approval Completed,Approved,02/20/2023 18:30
19634,7540,70,12003718585,4,Approval Completed,Approved,02/20/2023 19:01
19635,7541,10,12003718589,1,DOC Registration,Approved,02/10/2023 16:48
19636,7541,15,12003718589,1,Quality Assurance (QAM),Approved,02/10/2023 16:49
19637,7541,20,12003718589,1,Data Entry,Approved,02/13/2023 8:49
19638,7541,30,12003718589,1,B/L Check,Approved,02/13/2023 8:49
19639,7541,40,12003718589,1,Application Check,,02/13/2023 8:49
19640,7541,50,12003718589,1,Merchant Analyst,Approved,02/13/2023 14:55
19641,7541,61,12003718589,1,Member Bank Apprval 1,Approved,02/20/2023 19:01
19642,7541,70,12003718589,1,Approval Completed,Approved,02/14/2023 8:59
19643,7541,61,12003718589,2,Member Bank Apprval 1,Approved,02/20/2023 18:30
19644,7541,70,12003718589,2,Approval Completed,Approved,02/20/2023 15:30
19645,7541,61,12003718589,3,Member Bank Apprval 1,Approved,02/14/2023 8:59
19646,7541,70,12003718589,3,Approval Completed,Approved,02/20/2023 18:30
19647,7541,70,12003718589,4,Approval Completed,Approved,02/20/2023 19:01
19648,7542,10,12003718590,1,DOC Registration,Approved,02/10/2023 16:47
19649,7542,15,12003718590,1,Quality Assurance (QAM),Approved,02/10/2023 16:47
19650,7542,20,12003718590,1,Data Entry,Approved,02/10/2023 17:25
19651,7542,30,12003718590,1,B/L Check,Approved,02/10/2023 17:25
19652,7542,40,12003718590,1,Application Check,,02/10/2023 17:25
19653,7542,50,12003718590,1,Merchant Analyst,,02/10/2023 17:45
19654,7542,61,12003718590,1,Member Bank Apprval 1,Approved,02/10/2023 23:01
19655,7542,70,12003718590,1,Approval Completed,Approved,02/12/2023 22:15
19656,7542,70,12003718590,2,Approval Completed,,02/12/2023 22:15
19657,7543,10,12003718591,1,DOC Registration,Approved,02/10/2023 16:50
19658,7543,15,12003718591,1,Quality Assurance (QAM),Approved,02/10/2023 16:50
19659,7543,20,12003718591,1,Data Entry,Approved,02/10/2023 17:29
19660,7543,30,12003718591,1,B/L Check,Approved,02/10/2023 17:29
19661,7543,40,12003718591,1,Application Check,Approved,02/10/2023 17:48
19662,7543,50,12003718591,1,Merchant Analyst,Approved,02/10/2023 19:52
19663,7543,61,12003718591,1,Member Bank Apprval 1,,02/10/2023 19:52
19664,7543,70,12003718591,1,Approval Completed,Approved,02/12/2023 22:17
19665,7543,70,12003718591,2,Approval Completed,,02/12/2023 22:17
19666,7544,10,12003718594,1,DOC Registration,Approved,02/10/2023 16:51
19667,7544,15,12003718594,1,Quality Assurance (QAM),Approved,02/10/2023 16:52
19668,7544,20,12003718594,1,Data Entry,,02/10/2023 16:52
19669,7544,30,12003718594,1,B/L Check,Approved,02/10/2023 17:32
19670,7544,40,12003718594,1,Application Check,Approved,02/10/2023 17:50
19671,7544,50,12003718594,1,Merchant Analyst,Approved,02/10/2023 19:54
19672,7544,61,12003718594,1,Member Bank Apprval 1,Approved,02/10/2023 23:01
19673,7544,70,12003718594,1,Approval Completed,Approved,02/12/2023 22:18
19674,7544,70,12003718594,2,Approval Completed,,02/12/2023 22:18
19675,7545,10,12003718595,1,DOC Registration,Approved,02/10/2023 16:54
19676,7545,15,12003718595,1,Quality Assurance (QAM),Approved,02/10/2023 16:55
19677,7545,20,12003718595,1,Data Entry,,02/10/2023 16:55
19678,7545,30,12003718595,1,B/L Check,Approved,02/10/2023 17:44
19679,7545,40,12003718595,1,Application Check,Approved,02/10/2023 20:28
19680,7545,50,12003718595,1,Merchant Analyst,Approved,02/10/2023 21:04
19681,7545,61,12003718595,1,Member Bank Apprval 1,Approved,02/10/2023 23:01
19682,7545,70,12003718595,1,Approval Completed,Approved,02/12/2023 22:18
19683,7545,70,12003718595,2,Approval Completed,,02/12/2023 22:18
19684,7546,10,12003718597,1,DOC Registration,Approved,02/10/2023 17:03
19685,7546,15,12003718597,1,Quality Assurance (QAM),Approved,02/10/2023 17:03
19686,7546,20,12003718597,1,Data Entry,Approved,02/10/2023 17:36
19687,7546,30,12003718597,1,B/L Check,Approved,02/10/2023 17:36
19688,7546,40,12003718597,1,Application Check,Approved,02/10/2023 20:28
19689,7546,50,12003718597,1,Merchant Analyst,Approved,02/10/2023 21:05
19690,7546,61,12003718597,1,Member Bank Apprval 1,,02/10/2023 21:05
19691,7546,70,12003718597,1,Approval Completed,Approved,02/12/2023 22:18
19692,7546,70,12003718597,2,Approval Completed,,02/12/2023 22:18
19693,7547,10,12003718598,1,DOC Registration,,02/10/2023 17:05
19694,7547,15,12003718598,1,Quality Assurance (QAM),Approved,02/10/2023 17:06
19695,7547,20,12003718598,1,Data Entry,Approved,02/10/2023 17:38
19696,7547,30,12003718598,1,B/L Check,Approved,02/10/2023 17:38
19697,7547,40,12003718598,1,Application Check,Approved,02/10/2023 20:26
19698,7547,50,12003718598,1,Merchant Analyst,,02/10/2023 20:26
19699,7547,61,12003718598,1,Member Bank Apprval 1,Approved,02/10/2023 23:01
19700,7547,70,12003718598,1,Approval Completed,Approved,02/12/2023 22:19
19701,7547,70,12003718598,2,Approval Completed,,02/12/2023 22:19
18538,8033,70,12004209875,2,Approval Completed,,03/02/2023 19:10
18578,6574,70,12003251608,5,Approval Completed,,02/22/2023 16:50
18579,6575,10,12003251614,1,DOC Registration,Approved,01/25/2023 8:39
18888,6583,61,12003251633,2,Member Bank Apprval 1,Approved,01/31/2023 15:47
18889,6583,70,12003251633,2,Approval Completed,Approved,02/22/2023 16:46
18890,6583,61,12003251633,3,Member Bank Apprval 1,Approved,01/26/2023 17:22
18891,6583,70,12003251633,3,Approval Completed,Approved,02/22/2023 16:46
18892,6583,70,12003251633,4,Approval Completed,Approved,02/22/2023 16:46
18893,6583,70,12003251633,5,Approval Completed,,02/22/2023 16:46
18894,6584,10,12003251635,1,DOC Registration,Approved,01/25/2023 8:50
18895,6584,15,12003251635,1,Quality Assurance (QAM),Approved,01/25/2023 10:04
18896,6584,20,12003251635,1,Data Entry,Approved,01/25/2023 14:19
18897,6584,30,12003251635,1,B/L Check,Approved,01/25/2023 14:19
18898,6584,40,12003251635,1,Application Check,Approved,01/25/2023 15:04
18899,6584,50,12003251635,1,Merchant Analyst,Approved,01/27/2023 14:58
18900,6584,61,12003251635,1,Member Bank Apprval 1,Approved,02/01/2023 17:01
18901,6584,70,12003251635,1,Approval Completed,Approved,02/17/2023 16:40
18902,6584,61,12003251635,2,Member Bank Apprval 1,Approved,02/01/2023 15:56
18903,6584,70,12003251635,2,Approval Completed,Approved,02/17/2023 16:40
18904,6584,61,12003251635,3,Member Bank Apprval 1,Approved,01/30/2023 8:21
18905,6584,70,12003251635,3,Approval Completed,Approved,02/17/2023 16:40
18906,6584,70,12003251635,4,Approval Completed,Approved,02/17/2023 16:40
18907,6584,70,12003251635,5,Approval Completed,,02/17/2023 16:40
18908,6585,10,12003251636,1,DOC Registration,Approved,01/25/2023 8:52
18909,6585,15,12003251636,1,Quality Assurance (QAM),Approved,01/25/2023 10:05
18910,6585,20,12003251636,1,Data Entry,Approved,01/25/2023 14:46
18911,6585,30,12003251636,1,B/L Check,Approved,01/25/2023 14:46
18912,6585,40,12003251636,1,Application Check,Approved,01/25/2023 16:28
18913,6585,50,12003251636,1,Merchant Analyst,Returned,01/27/2023 10:40
18914,6585,61,12003251636,1,Member Bank Apprval 1,Approved,02/07/2023 16:09
18915,6585,70,12003251636,1,Approval Completed,Approved,02/25/2023 19:10
18916,6585,10,12003251636,2,DOC Registration,,01/27/2023 10:40
18917,6585,15,12003251636,2,Quality Assurance (QAM),Approved,02/02/2023 16:17
18918,6585,20,12003251636,2,Data Entry,Approved,02/02/2023 16:23
18919,6585,30,12003251636,2,B/L Check,Approved,02/02/2023 16:23
18920,6585,40,12003251636,2,Application Check,Approved,02/02/2023 20:20
18921,6585,50,12003251636,2,Merchant Analyst,Approved,02/05/2023 14:23
18922,6585,61,12003251636,2,Member Bank Apprval 1,Returned,01/31/2023 15:30
18923,6585,70,12003251636,2,Approval Completed,Approved,02/25/2023 19:10
18924,6585,10,12003251636,3,DOC Registration,Approved,02/02/2023 16:07
18925,6585,61,12003251636,3,Member Bank Apprval 1,Approved,02/08/2023 10:35
18926,6585,70,12003251636,3,Approval Completed,Approved,02/25/2023 19:10
18927,6585,61,12003251636,4,Member Bank Apprval 1,Approved,02/07/2023 16:37
18928,6585,70,12003251636,4,Approval Completed,Approved,02/25/2023 19:10
18929,6585,61,12003251636,5,Member Bank Apprval 1,Approved,02/06/2023 10:00
18930,6585,70,12003251636,5,Approval Completed,,02/25/2023 19:10
18931,6586,10,12003251637,1,DOC Registration,Approved,01/25/2023 8:51
18932,6586,15,12003251637,1,Quality Assurance (QAM),Approved,01/25/2023 10:05
18933,6586,20,12003251637,1,Data Entry,Approved,01/25/2023 13:41
18934,6586,30,12003251637,1,B/L Check,Approved,01/25/2023 13:41
18935,6586,40,12003251637,1,Application Check,Approved,01/25/2023 13:52
18936,6586,50,12003251637,1,Merchant Analyst,Approved,01/26/2023 10:35
18937,6586,61,12003251637,1,Member Bank Apprval 1,Approved,01/31/2023 16:49
18938,6586,70,12003251637,1,Approval Completed,Approved,02/22/2023 16:46
18939,6586,61,12003251637,2,Member Bank Apprval 1,Approved,01/31/2023 15:47
18940,6586,70,12003251637,2,Approval Completed,Approved,02/22/2023 16:46
18941,6586,61,12003251637,3,Member Bank Apprval 1,Approved,01/26/2023 17:22
18942,6586,70,12003251637,3,Approval Completed,Approved,02/22/2023 16:46
18943,6586,70,12003251637,4,Approval Completed,Approved,02/22/2023 16:46
18944,6586,70,12003251637,5,Approval Completed,,02/22/2023 16:46
18945,6589,10,12003251640,1,DOC Registration,Approved,01/25/2023 8:54
18946,6589,15,12003251640,1,Quality Assurance (QAM),Approved,01/25/2023 10:02
18947,6589,20,12003251640,1,Data Entry,Approved,01/25/2023 14:41
18948,6589,30,12003251640,1,B/L Check,Approved,01/25/2023 14:41
18949,6589,40,12003251640,1,Application Check,Approved,01/25/2023 15:02
18950,6589,50,12003251640,1,Merchant Analyst,Approved,01/27/2023 14:56
18951,6589,61,12003251640,1,Member Bank Apprval 1,Approved,02/01/2023 17:16
18952,6589,70,12003251640,1,Approval Completed,Approved,02/22/2023 16:52
18953,6589,61,12003251640,2,Member Bank Apprval 1,Approved,02/01/2023 16:23
18954,6589,70,12003251640,2,Approval Completed,Approved,02/22/2023 16:52
18955,6589,61,12003251640,3,Member Bank Apprval 1,Approved,01/30/2023 8:21
18956,6589,70,12003251640,3,Approval Completed,Approved,02/22/2023 16:52
18957,6589,70,12003251640,4,Approval Completed,Approved,02/22/2023 16:52
18958,6589,70,12003251640,5,Approval Completed,,02/22/2023 16:52
18959,6587,10,12003251638,1,DOC Registration,Approved,01/25/2023 8:52
18960,6587,15,12003251638,1,Quality Assurance (QAM),Approved,01/25/2023 10:05
18961,6587,20,12003251638,1,Data Entry,Approved,01/25/2023 15:47
18962,6587,30,12003251638,1,B/L Check,Approved,01/25/2023 15:47
18963,6587,40,12003251638,1,Application Check,Approved,01/25/2023 15:52
18964,6587,50,12003251638,1,Merchant Analyst,Approved,01/26/2023 19:13
18965,6587,61,12003251638,1,Member Bank Apprval 1,Approved,01/31/2023 16:44
18966,6587,70,12003251638,1,Approval Completed,Approved,02/17/2023 16:36
18967,6587,61,12003251638,2,Member Bank Apprval 1,Approved,01/31/2023 15:37
18968,6587,70,12003251638,2,Approval Completed,Approved,02/17/2023 16:36
18969,6587,61,12003251638,3,Member Bank Apprval 1,Approved,01/27/2023 9:56
18970,6587,70,12003251638,3,Approval Completed,Approved,02/17/2023 16:36
18971,6587,70,12003251638,4,Approval Completed,Approved,02/17/2023 16:36
18972,6587,70,12003251638,5,Approval Completed,,02/17/2023 16:36
18973,6588,10,12003251639,1,DOC Registration,Approved,01/25/2023 8:54
18974,6588,15,12003251639,1,Quality Assurance (QAM),Approved,01/25/2023 10:06
18975,6588,20,12003251639,1,Data Entry,Approved,01/25/2023 14:18
18976,6588,30,12003251639,1,B/L Check,Approved,01/25/2023 14:18
18977,6588,40,12003251639,1,Application Check,Approved,01/25/2023 16:28
18978,6588,50,12003251639,1,Merchant Analyst,Approved,01/27/2023 10:51
18979,6588,61,12003251639,1,Member Bank Apprval 1,Approved,02/01/2023 17:01
18980,6588,70,12003251639,1,Approval Completed,Approved,02/16/2023 21:15
18981,6588,61,12003251639,2,Member Bank Apprval 1,Approved,02/01/2023 15:56
18982,6588,70,12003251639,2,Approval Completed,Approved,02/16/2023 21:15
18983,6588,61,12003251639,3,Member Bank Apprval 1,Approved,01/30/2023 8:21
18984,6588,70,12003251639,3,Approval Completed,Approved,02/16/2023 21:15
18985,6588,70,12003251639,4,Approval Completed,Approved,02/16/2023 21:15
18986,6588,70,12003251639,5,Approval Completed,,02/16/2023 21:15
18987,6590,10,12003251641,1,DOC Registration,Approved,01/25/2023 8:54
18988,6590,15,12003251641,1,Quality Assurance (QAM),Approved,01/25/2023 10:02
18989,6590,20,12003251641,1,Data Entry,Approved,01/25/2023 14:09
18990,6590,30,12003251641,1,B/L Check,Approved,01/25/2023 14:09
18991,6590,40,12003251641,1,Application Check,Approved,01/25/2023 14:18
18992,6590,50,12003251641,1,Merchant Analyst,Returned,01/29/2023 16:02
18993,6590,61,12003251641,1,Member Bank Apprval 1,Approved,02/07/2023 16:09
18994,6590,70,12003251641,1,Approval Completed,Approved,02/25/2023 19:11
18995,6590,10,12003251641,2,DOC Registration,,01/29/2023 16:02
18996,6590,15,12003251641,2,Quality Assurance (QAM),Approved,02/02/2023 16:16
18997,6590,20,12003251641,2,Data Entry,Approved,02/02/2023 16:19
18998,6590,30,12003251641,2,B/L Check,Approved,02/02/2023 16:19
18999,6590,40,12003251641,2,Application Check,Approved,02/02/2023 16:52
19000,6590,50,12003251641,2,Merchant Analyst,Approved,02/03/2023 16:14
19001,6590,61,12003251641,2,Member Bank Apprval 1,Returned,01/31/2023 15:30
19002,6590,70,12003251641,2,Approval Completed,Approved,02/25/2023 19:11
19003,6590,10,12003251641,3,DOC Registration,Approved,02/02/2023 16:06
19004,6590,61,12003251641,3,Member Bank Apprval 1,Approved,02/08/2023 10:35
19005,6590,70,12003251641,3,Approval Completed,Approved,02/25/2023 19:11
19006,6590,61,12003251641,4,Member Bank Apprval 1,Approved,02/07/2023 16:36
19007,6590,70,12003251641,4,Approval Completed,Approved,02/25/2023 19:11
19008,6590,61,12003251641,5,Member Bank Apprval 1,Approved,02/06/2023 10:00
19009,6590,70,12003251641,5,Approval Completed,,02/25/2023 19:11
19010,6591,10,12003251646,1,DOC Registration,Approved,01/25/2023 8:56
19011,6591,15,12003251646,1,Quality Assurance (QAM),Approved,01/25/2023 10:02
19012,6591,20,12003251646,1,Data Entry,Approved,01/25/2023 15:13
19013,6591,30,12003251646,1,B/L Check,Approved,01/25/2023 15:13
19014,6591,40,12003251646,1,Application Check,Approved,01/25/2023 16:28
19015,6591,50,12003251646,1,Merchant Analyst,Approved,01/27/2023 11:18
19016,6591,61,12003251646,1,Member Bank Apprval 1,Approved,02/01/2023 17:01
19017,6591,70,12003251646,1,Approval Completed,Approved,02/16/2023 21:15
19018,6591,61,12003251646,2,Member Bank Apprval 1,Approved,02/01/2023 15:56
19019,6591,70,12003251646,2,Approval Completed,Approved,02/16/2023 21:15
19020,6591,61,12003251646,3,Member Bank Apprval 1,Approved,01/30/2023 8:21
