|APLC_SEQ_NO|MID        |TID     |MERCHANT NAME                         |CITY                               |PROSES PENGAJUAN APLIKASI|TGL APLIKASI MASUK     |STATUS APLIKASI           |STATUS WR        |STATUS WO|PROVIDER_TYP|TMNL_STATUS |TMNL_MODEL|SNO                 |MER_DTL_ADDR1                                   |MER_DTL_ADDR2                                   |MER_DTL_ADDR3                                 |MID_BRI     |MID_BNI        |MID_BTN        |MID_ASTRAPAY|MID_DANAMON|MID_BSI|MID_OCBC|TID_BRI |TID_BNI |TID_BTN |TID_ASTRAPAY|TID_DANAMON|TID_BSI|TID_OCBC|MEMBER_BANK             |
|12002511585|71133303253|74577715|MIDI SC38 GONGSENG                    |Jakarta Timur (Kota Administrasi)  |                         |2023-01-02 10:19:22.000|Merchant Analyst          |OPEN - WAREHOUSE |         |Telkomsel   |New Request |          |                    |JL. RAYA GONGSENG NO.7 RT 011 RW 011            |KEL. CIJANTUNG KEC PASAR REBO                   |JAKARTA SELATAN                               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002511585|71133303253|74577716|MIDI SC38 GONGSENG                    |Jakarta Timur (Kota Administrasi)  |                         |2023-01-02 10:19:22.000|Merchant Analyst          |OPEN - WAREHOUSE |         |Telkomsel   |New Request |          |                    |JL. RAYA GONGSENG NO.7 RT 011 RW 011            |KEL. CIJANTUNG KEC PASAR REBO                   |JAKARTA SELATAN                               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002511585|71133303253|74577717|MIDI SC38 GONGSENG                    |Jakarta Timur (Kota Administrasi)  |                         |2023-01-02 10:19:22.000|Merchant Analyst          |OPEN - WAREHOUSE |         |Telkomsel   |New Request |          |                    |JL. RAYA GONGSENG NO.7 RT 011 RW 011            |KEL. CIJANTUNG KEC PASAR REBO                   |JAKARTA SELATAN                               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002511585|71133303253|        |MIDI SC38 GONGSENG                    |Jakarta Timur (Kota Administrasi)  |Approved                 |2023-01-02 10:19:22.000|Partial Approval Completed|                 |         |            |            |          |                    |JL. RAYA GONGSENG NO.7 RT 011 RW 011            |KEL. CIJANTUNG KEC PASAR REBO                   |JAKARTA SELATAN                               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |                        |
|12002511628|71129964784|74544404|MIDI SC40 GARUDA 2                    |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-02 10:45:55.000|Approval Completed        |OPEN - WAREHOUSE |         |Telkomsel   |New Request |          |                    |JL. RAYA GARUDA NO. 78 RT. 001/007              |KEL KEMAYORAN KEC KEMAYORAN                     |JAKARTA PUSAT                                 |001999228277|000100215901768|200711299647840|            |           |       |        |10399302|15176803|20031405|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12002511628|71129964784|74544405|MIDI SC40 GARUDA 2                    |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-02 10:45:55.000|Approval Completed        |OPEN - WAREHOUSE |         |Telkomsel   |New Request |          |                    |JL. RAYA GARUDA NO. 78 RT. 001/007              |KEL KEMAYORAN KEC KEMAYORAN                     |JAKARTA PUSAT                                 |001999228277|000100215901768|200711299647840|            |           |       |        |10399303|15176823|20031406|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12002511628|71129964784|74544406|MIDI SC40 GARUDA 2                    |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-02 10:45:55.000|Approval Completed        |OPEN - WAREHOUSE |         |Telkomsel   |New Request |          |                    |JL. RAYA GARUDA NO. 78 RT. 001/007              |KEL KEMAYORAN KEC KEMAYORAN                     |JAKARTA PUSAT                                 |001999228277|000100215901768|200711299647840|            |           |       |        |10399304|15176824|20031407|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12002511839|71133188399|74576300|TOKO MAS SEMAR NUSANTARA              |Yogyakarta (Kota)                  |                         |2023-01-02 11:05:35.000|Approval Completed        |                 |         |None        |On Operation|          |                    |JL. LAKSDA ADI SUCIPTO NO. 9                    |KEL DEMANGAN KEC GONDOKUSUMAN                   |YOGYAKARTA                                    |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002511841|71129964877|74544407|MIDI SC45 GARUDA                      |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-02 11:06:14.000|Approval Completed        |OPEN - WAREHOUSE |         |Telkomsel   |New Request |          |                    |JL. GARUDA NO. 49                               |KEL GUNUNG SAHARI SELATAN KEC KEMAYORAN         |JAKARTA PUSAT                                 |001999228278|000100215901769|200711299648773|            |           |       |        |10399305|15176902|20031408|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12002511841|71129964877|74544408|MIDI SC45 GARUDA                      |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-02 11:06:14.000|Approval Completed        |OPEN - WAREHOUSE |         |Telkomsel   |New Request |          |                    |JL. GARUDA NO. 49                               |KEL GUNUNG SAHARI SELATAN KEC KEMAYORAN         |JAKARTA PUSAT                                 |001999228278|000100215901769|200711299648773|            |           |       |        |10399306|15176903|20031409|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12002511841|71129964877|74544409|MIDI SC45 GARUDA                      |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-02 11:06:14.000|Approval Completed        |OPEN - WAREHOUSE |         |Telkomsel   |New Request |          |                    |JL. GARUDA NO. 49                               |KEL GUNUNG SAHARI SELATAN KEC KEMAYORAN         |JAKARTA PUSAT                                 |001999228278|000100215901769|200711299648773|            |           |       |        |10399307|15176923|20031410|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12002512906|71133303346|74577718|MIDI SC46 MINANG KABAU                |Jakarta Selatan (Kota Administrasi)|                         |2023-01-02 11:22:04.000|Merchant Analyst          |OPEN - WAREHOUSE |         |Telkomsel   |New Request |          |                    |JL. MINANG KABAU NO. 56                         |KEL. PASAR MANGGIS, KEC SETIABUDI               |JAKARTA SELATAN                               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002512906|71133303346|74577719|MIDI SC46 MINANG KABAU                |Jakarta Selatan (Kota Administrasi)|                         |2023-01-02 11:22:04.000|Merchant Analyst          |OPEN - WAREHOUSE |         |Telkomsel   |New Request |          |                    |JL. MINANG KABAU NO. 56                         |KEL. PASAR MANGGIS, KEC SETIABUDI               |JAKARTA SELATAN                               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002512906|71133303346|74577720|MIDI SC46 MINANG KABAU                |Jakarta Selatan (Kota Administrasi)|                         |2023-01-02 11:22:04.000|Merchant Analyst          |OPEN - WAREHOUSE |         |Telkomsel   |New Request |          |                    |JL. MINANG KABAU NO. 56                         |KEL. PASAR MANGGIS, KEC SETIABUDI               |JAKARTA SELATAN                               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002512906|71133303346|        |MIDI SC46 MINANG KABAU                |Jakarta Selatan (Kota Administrasi)|Approved                 |2023-01-02 11:22:04.000|Partial Approval Completed|                 |         |            |            |          |                    |JL. MINANG KABAU NO. 56                         |KEL. PASAR MANGGIS, KEC SETIABUDI               |JAKARTA SELATAN                               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |                        |
|12002512912|71129964970|74544410|MIDI SC47 CEMPAKA PUTIH               |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-02 11:26:34.000|Approval Completed        |OPEN - WAREHOUSE |         |Telkomsel   |New Request |          |                    |JL. CEMPAKA PUTIH RY A3 RT. 007/06              |KEL. CEMPAKA PUTIH, KEC. CEMPAKA PUTIH          |JAKARTA PUSAT                                 |001999228279|000100215901770|200711299649707|            |           |       |        |10399308|15177002|20031411|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
